code,attitude,reason,earn_nextweek
000039.SZ,x,,
000060.SZ,,,
000631.SZ,,,
000659.SZ,,,
000737.SZ,,,
000801.SZ,,,
000959.SZ,,,
000962.SZ,,,
002042.SZ,,,
002094.SZ,,,
002157.SZ,,,
002175.SZ,,,
002183.SZ,,,
002192.SZ,,,
002385.SZ,,,
002411.SZ,,,
002470.SZ,,,
002559.SZ,,,
002615.SZ,,,
002706.SZ,,,
002756.SZ,o,,
300098.SZ,o,,
300100.SZ,o,,
300239.SZ,x,,
300254.SZ,S,,
300643.SZ,x,,
300657.SZ,x,,
300825.SZ,o,,
