code,attitude,reason,earn_nextweek
000048.SZ,,,
000089.SZ,,,
000100.SZ,,,
000157.SZ,,,
000333.SZ,,,
000400.SZ,,,
000404.SZ,,,
000425.SZ,,,
000430.SZ,,,
000524.SZ,,,
000528.SZ,,,
000538.SZ,,,
000543.SZ,,,
000550.SZ,,,
000582.SZ,,,
000589.SZ,,,
000591.SZ,,,
000616.SZ,,,
000628.SZ,,,
000656.SZ,,,
000659.SZ,,,
000671.SZ,,,
000680.SZ,,,
000690.SZ,,,
000703.SZ,,,
000708.SZ,,,
000713.SZ,,,
000723.SZ,,,
000739.SZ,,,
000758.SZ,,,
000767.SZ,,,
000791.SZ,,,
000880.SZ,,,
000881.SZ,,,
000895.SZ,,,
000899.SZ,,,
000910.SZ,,,
000918.SZ,,,
000921.SZ,,,
000922.SZ,,,
000935.SZ,,,
000951.SZ,,,
000958.SZ,,,
000998.SZ,,,
002363.SZ,,,
002367.SZ,,,
002377.SZ,,,
002381.SZ,,,
002382.SZ,,,
002419.SZ,,,
002424.SZ,,,
002438.SZ,,,
002444.SZ,,,
002469.SZ,,,
002480.SZ,,,
002493.SZ,,,
002505.SZ,,,
002531.SZ,,,
002533.SZ,,,
002539.SZ,,,
002567.SZ,,,
002572.SZ,,,
002595.SZ,,,
002597.SZ,,,
002610.SZ,,,
002648.SZ,,,
002705.SZ,,,
002706.SZ,,,
002730.SZ,,,
002734.SZ,,,
002735.SZ,,,
002778.SZ,,,
002789.SZ,,,
002798.SZ,,,
002799.SZ,,,
002800.SZ,,,
002807.SZ,,,
002818.SZ,,,
002841.SZ,,,
002918.SZ,,,
002921.SZ,,,
002928.SZ,,,
002949.SZ,,,
002960.SZ,,,
002980.SZ,,,
002987.SZ,,,
002990.SZ,,,
002998.SZ,,,
003007.SZ,,,
003011.SZ,,,
003012.SZ,,,
003027.SZ,,,
003038.SZ,,,
003042.SZ,,,
003816.SZ,,,
300083.SZ,,,
300089.SZ,,,
300124.SZ,,,
300125.SZ,,,
300144.SZ,,,
300152.SZ,,,
300172.SZ,,,
300180.SZ,,,
300280.SZ,,,
300298.SZ,,,
300356.SZ,,,
300406.SZ,,,
300476.SZ,,,
300562.SZ,,,
300575.SZ,,,
300593.SZ,,,
300636.SZ,,,
300639.SZ,,,
300665.SZ,,,
300677.SZ,,,
300687.SZ,,,
300693.SZ,,,
300696.SZ,,,
300701.SZ,,,
300729.SZ,,,
300740.SZ,,,
300762.SZ,,,
300778.SZ,,,
300791.SZ,,,
300800.SZ,,,
300826.SZ,,,
300847.SZ,,,
300864.SZ,,,
300884.SZ,,,
300886.SZ,,,
300905.SZ,,,
