code,attitude,reason,earn_nextmonth
000031.SZ,,,
000034.SZ,,,
000037.SZ,,,
000063.SZ,,,
000096.SZ,,,
000401.SZ,,,
000501.SZ,,,
000523.SZ,,,
000627.SZ,,,
000652.SZ,,,
000710.SZ,,,
000726.SZ,,,
000785.SZ,,,
000795.SZ,,,
000836.SZ,,,
000861.SZ,,,
000903.SZ,,,
000977.SZ,,,
002024.SZ,,,
002055.SZ,,,
002065.SZ,,,
002093.SZ,,,
002104.SZ,,,
002107.SZ,,,
002123.SZ,,,
002127.SZ,,,
002137.SZ,,,
002153.SZ,,,
002180.SZ,,,
002187.SZ,,,
002189.SZ,,,
002212.SZ,,,
002237.SZ,,,
002242.SZ,,,
002364.SZ,,,
002371.SZ,,,
002373.SZ,,,
002397.SZ,,,
002399.SZ,,,
002400.SZ,,,
002436.SZ,,,
002439.SZ,,,
002463.SZ,,,
002465.SZ,,,
002481.SZ,,,
002528.SZ,,,
002555.SZ,,,
002579.SZ,,,
002605.SZ,,,
002632.SZ,,,
002660.SZ,,,
002675.SZ,,,
002733.SZ,,,
002869.SZ,,,
002880.SZ,,,
002888.SZ,,,
002916.SZ,,,
002933.SZ,,,
002945.SZ,,,
002961.SZ,,,
002970.SZ,,,
002981.SZ,,,
002983.SZ,,,
002989.SZ,,,
003003.SZ,,,
003008.SZ,,,
003015.SZ,,,
003019.SZ,,,
300031.SZ,,,
300036.SZ,,,
300045.SZ,,,
300052.SZ,,,
300075.SZ,,,
300078.SZ,,,
300113.SZ,,,
300123.SZ,,,
300127.SZ,,,
300134.SZ,,,
300140.SZ,,,
300147.SZ,,,
300166.SZ,,,
300170.SZ,,,
300179.SZ,,,
300183.SZ,,,
300200.SZ,,,
300205.SZ,,,
300212.SZ,,,
300229.SZ,,,
300235.SZ,,,
300236.SZ,,,
300253.SZ,,,
300270.SZ,,,
300271.SZ,,,
300292.SZ,,,
300302.SZ,,,
300308.SZ,,,
300325.SZ,,,
300331.SZ,,,
300333.SZ,,,
300342.SZ,,,
300345.SZ,,,
300353.SZ,,,
300383.SZ,,,
300394.SZ,,,
300397.SZ,,,
300451.SZ,,,
300457.SZ,,,
300464.SZ,,,
300468.SZ,,,
300479.SZ,,,
300494.SZ,,,
300523.SZ,,,
300530.SZ,,,
300552.SZ,,,
300559.SZ,,,
300572.SZ,,,
300597.SZ,,,
300598.SZ,,,
300624.SZ,,,
300634.SZ,,,
300661.SZ,,,
300663.SZ,,,
300666.SZ,,,
300709.SZ,,,
300788.SZ,,,
300798.SZ,,,
300805.SZ,,,
300807.SZ,,,
300808.SZ,,,
300821.SZ,,,
300830.SZ,,,
300831.SZ,,,
300840.SZ,,,
300845.SZ,,,
300846.SZ,,,
300862.SZ,,,
300865.SZ,,,
300867.SZ,,,
300868.SZ,,,
300870.SZ,,,
300875.SZ,,,
300876.SZ,,,
300877.SZ,,,
300881.SZ,,,
300883.SZ,,,
300887.SZ,,,
300890.SZ,,,
300898.SZ,,,
300899.SZ,,,
300900.SZ,,,
300901.SZ,,,
300902.SZ,,,
300903.SZ,,,
300907.SZ,,,
300909.SZ,,,
300915.SZ,,,
300916.SZ,,,
300918.SZ,,,
300922.SZ,,,
300925.SZ,,,
300926.SZ,,,
